"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Sudan","SDN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","170000000","203666666.666667","232000000","283000000","289000000","252666666.666667","240333333.333333","290000000","328000000","330333333.333333","400000000","456333333.333333","480333333.333333","608000000","952333333.333333","1271000000","1336000000","1447333333.33333","1167000000","1748250000","1726666666.66667","2369166666.66667","2256222222.22222","1748076923.07692","1597642857.14286","1473733333.33333","1296562500","2244166666.66667","1184547619.04762","1428809523.80952","876803278.688524","1335500000","1014630390.14374","642656622.724419","1269139502.76243","1355730074.02307","1420488727.21458","1461937107.31738","1707017031.87251","1808999881.21164","1644905997.19975","1686823734.05489","2578329193.72603","3029863859.29956","4298436082.35431","7533463158.32683","9554284641.95257","10403689995.5359","10681493302.0764","10629105800.5649","11310142671.2923","10465380072.0018","10560705289.6725","10729145644.1305","9291097979.74516","10608066666.6667","11973929146.5378","13881571428.5714",
"Senegal","SEN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","113346695.345869","156798627.253271","155307479.698091","159592481.564499","171125707.676536","162200908.427252","178602910.552983","180886914.641369","259398966.815544","270859093.647268","270808114.670204","292834524.334817","374424853.46843","475716258.571523","680276062.328654","783319259.829903","840816970.878906","1011097243.68761","951663074.176213","1135233524.00508","1343731245.23144","1636225465.21106","1350634482.66208","1436491316.46486","1330852690.89592","1162081008.22903","1368010189.83506","1459589281.3055","1475315278.05103","1518518483.68836","1839936708.67479","1736717535.09042","1845995984.76417","1668016892.06131","1514702595.27702","1821101700.41615","1659798683.38024","1567723098.04146","1723510293.55279","1803202246.03219","1741598702.09163","1841991928.11837","2078352259.04829","2656915352.59015","3193962801.88262","3693880255.5074","4033365711.0739","5399143024.30296","7046003811.23192","5289320532.69897","5214053682.31558","6427670634.1629","6956231738.62768","7301281297.4549","7238734558.27239","6310080311.09984","6451173826.32275","7000846300.92772",
"Singapore","SGP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1243760616.7516","1200313602.50882","1227165817.32654","1428982098.52345","1188749509.99608","1308996471.97178","1430844113.41957","1505978047.82438","1869691624.19966","2349960799.6864","2785476283.81027","3165523324.18659","3328711443.27531","4708693333.33333","8589077887.19785","8250441134.22791","9896765487.28545","10869354055.3667","12716323686.1523","17695118733.5092","24854915846.5925","28576639267.7004","30107256117.764","29571682242.9907","30939233317.558","29103089400.4032","27154402072.6331","33687287590.7045","44438888888.8889","51266199562.7112","60411526431.831","70627959479.0159","77979742173.1123","91975244460.9482","110553358648.684","144598913503.598","154111843971.631","155741850754.31","125381632409.178","138361651917.404","169520301624.13","150241725735.335","154756450351.837","172337159912.754","217027689030.884","250275354482.096","296016111775.442","331133368721.385","404461163333.098","324716053626.676","410657719105.244","486934488789.951","504693366407.938","522476224726.285","523325309762.45","461183081175.444","440063409337.676","482890361358.534",
"Solomon Islands","SLB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","148471615.720524","118216455.565853","130071391.258924","141713119.258852","144921663.965424","157737582.543784","134877452.203864","184825930.372149","223486830.629688","195705472.951598","244769412.111389","235852600.662546","282837155.315745","319620830.041927","303972518.277107","315416105.877075","372487825.876402","248172605.698148","203034248.982038","168091336.045118","143728685.107995","104137031.768611","105397087.624402","158924205.378973","226018937.8345","261396938.037979","330413617.35494","408773474.10266","344312849.162011","552801413.602827","649689974.219046","650800005.438329","708199997.261062","717554526.595528","615648426.345913","","",
"Sierra Leone","SLE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","109755521.822515","112419955.032018","118719952.512019","109222915.547627","88560035.4240142","102960041.184016","127200050.88002","135877741.324405","135117922.231019","134624948.857219","169499252.449849","234175716.96264","172082240.034506","184910597.470563","230650213.93643","300481565.228909","420651552.6767","443016133.206798","335930246.639487","219271957.694409","134903085.718839","142324303.101688","73576932.6373353","162625216.115844","151842280.248508","164863828.933509","220884259.408133","226153078.340458","223732478.97477","219705726.872247","233892960.627237","230235699.152542","302772890.192245","128198675.496689","143021872.601688","133349961.201641","250503322.020936","300799536.792287","373951405.431158","443246731.121428","421775811.646244","483591170.019942","472171800.540003","532971850.529371","643759697.04258","685540147.386765","888970139.545699","1896478864.56106","2295138524.33045","2894443249.83241","2629234393.47685","2001365444.38534","1938107807.16923","",
"El Salvador","SLV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","252880000","276800000","279760000","273680000","270680000","278120000","315680000","355440000","475720000","680200000","720040000","857200000","1102320000","1236480000","1286440000","1188160000","1154480000","967760600","1048723500","1044917600","1135807500","1095515800","1033141700","933715700","1035800000","1499153633.11014","1603417100","1891815600","2281645100","2705134100","3373053900","3272855600","3836743500","3990321100","4129349000","4935859900","5021277400","5117092900","5603962500","6021905400","6533150800","7602491500","8855300000","9699500000","7413800000","8595000000","10201700000","10496200000","11098500000","10892557000","10915620000","10544090000","11140135100",
"San Marino","SMR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3560952715.70339","3904049179.59117","4037850282.90257","4202859841.78388","4731000000",
"Serbia","SRB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2530706214.68927","5670335195.53073","7216582379.10796","5552956892.77027","3384564592.89114","936372314.809098","4630093687.83971","6241302953.6494","8380257843.13385","12588189046.5114","12374986884.2728","15487442252.5311","21217839821.3965","26668576094.4664","18216378664.8831","18909978141.9781","22942263688.8512","21836509486.401","23628933675.752","23972408894.0369","20968224836.7359","22012927993.7885","25380924452.6438",
"Sub-Saharan Africa (excluding high income)","SSA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7117023115.5611","6786494584.67452","6829745653.45921","10001336528.507","9839606974.5","10932747199.4376","11704612970.0597","10903974438.7665","11174911251.6344","12480995507.9631","14832717537.9511","16435097342.0434","16563414651.338","22174031290.4292","33381517234.4455","40413069242.1711","43467470844.6575","45562511453.1564","50410087081.8529","59200336483.3923","79482543895.7998","89119972292.4479","73118717430.93","58101056376.5874","57308232125.1761","51893380358.7848","56487171824.0605","66799726478.4122","71429866953.5218","74059801204.9694","73024288167.4113","73719294908.7321","77046115664.2251","70817764884.136","76904927072.2582","95800636803.5846","102134996663.147","110155323780.73","108368642911.977","99649985288.6057","105742674995.117","112043997669.995","117796401561.846","154028879684.605","179341383288.507","213638308748.99","257042219279.861","329640692254.984","390230487602.508","349541879119.934","406616702904.14","488203069858.203","483682207059.352","508673783181.992","511651114061.735","435618784812.782","397264146344.956","442290699053.234",
"South Sudan","SSD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5151890264.30244","3845762711.86441","4470847457.62712","4778305084.74576","3150938128.57793","1793255481.91212","",
"Sub-Saharan Africa","SSF","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7120124734.05655","6789452157.91565","6832722075.63658","10005695138.821","9843895102.62387","10937511721.1161","11709713872.9906","10908726421.1956","11179781309.0812","12486434760.5664","14839181677.5649","16442259803.2387","16570633033.5739","22183694795.0227","33396064992.6274","40430681370.3017","43486414089.5133","45588226296.0585","50447536517.7331","59264973242.3455","79551094544.1181","89175848693.054","73190349305.47","58170069121.8945","57377592949.7445","51979631905.5317","56578848358.5241","66895153450.9105","71574447232.1977","74209453997.8106","73198390021.0197","73877761864.1852","77224396841.914","71049369744.3736","77099211446.9491","96015980365.7737","102510064493.908","110483983572.828","108745566553.064","100087362410.339","106255137052.917","112703672384.934","118403583335.494","154646082926.67","180032359951.915","214570363542.399","258075262853.825","330585699733.094","391308585035.534","350528756357.349","407654731479.836","489390127649.868","484923385340.251","509983853284.112","513047506773.292","436807670909.992","398348355375.823","443497794066.952",
"Small states","SST","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34070581010.1206","39542795980.4678","40748743720.1611","43777440338.3418","41148970666.7026","44747481702.6618","55838348928.9165","60043756265.2497","63220995842.9788","64265990425.7767","63320839588.2397","67211217077.9749","68072350965.6024","70543809635.5867","84304705150.4137","100883724297.968","115845352898.486","140803724489.447","170247291868.543","198910341543.538","164121759170.83","179679311051.774","225031479723.299","245361046814.01","256347983485.697","260485526351.278","230512078999.366","231460679212.999","",
"Sao Tome and Principe","STP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","59500000","59900000","62100000","67050000","89550000","102950000","102450000","114450000","113750000","125750000","134400000","148350000","158400000","171000000","271500000","320500000","310000000","397500000","424000000","461000000","590000000","646000000","615500000","517550000","421550000","348450000","291450000","251050000","283100000","150940000","172580000","201520000","136640000","95376470.5882353","159845522.38806","188811085.972851","264733167.082294","323444250","495989000","297811511.627907","296189772.727273","415531788.990826","426925191.489362","579088504.421376","714075128.017557","809998755.353809","1265045157.99832","1387613843.35155","1846265938.06922","1697267759.56284","1678079696.94762","2241596113.83109","2593333333.33333","2726060606.06061","2773030303.0303","2702022419.29347","1780817519.18569","2015972862.16061",
"Slovak Republic","SVK","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4228553707.46572","6566559525.28125","10760130547.2894","9815829702.50644","10637589156.4836","14038245751.634","17510138149.5564","17833465503.5686","17081525897.7514","15778730023.4392","16488834531.0485","20208988814.3177","22703915866.742","29950459367.9458","40897988577.1045","48047489118.2689","60010368837.0342","72836546673.9666","83144630145.0125","61454556821.3393","69620870732.8828","84397434640.8074","81983627880.493","88222777603.3065","89264341657.3655","79941506785.2193","81799389994.5673","88947430005.5374",
"Slovenia","SVN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12933086864.4068","8912379130.43478","6661506191.03774","6919187936.50794","7870249674.41861","10180544076.021","10189790014.1643","10111528211.2845","10893287362.9544","11000424653.9222","10918375376.6681","11020069693.9783","12057382344.1397","15208840217.5171","19444956153.4629","21887253575.4259","25630375737.0468","33148568436.9012","37820842390.5083","27822481105.8627","30178095674.9006","35153860589.9162","31940149135.0736","33179899020.4272","34142197268.0524","29463450850.2442","30624551683.9255","35383955771.7347",
"Sweden","SWE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","3478162823.30401","3502543049.21583","3746139447.76182","4078651382.15425","4627511693.05679","5243778277.10376","5550485984.66523","5765191831.34116","6290293456.90543","7291708940.09598","8454534910.69357","8671647905.73363","9990760960.86007","13173585510.4985","19587331621.3903","21143249361.7841","23583415597.2359","24700107104.6055","25561358858.0281","34872524550.3954","40537639493.0963","35953706995.2996","34706013433.9286","32584419141.5268","33068497787.6641","35518427689.7686","41497557414.7903","51974954261.5608","58673619271.4454","63768943213.0171","72569270798.1348","68084993799.0905","70081046739.2424","58645836009.9699","68810393986.5215","83504408899.107","88319415448.8518","87548887346.2652","92623932376.5079","94719694035.6313","99320905459.3875","90022364000.7358","94415688449.333","115569667214.919","136829593544.612","150562149576.481","170530888292.537","201378943007.634","223811655110.68","166238600433.771","198855940938.572","236385732904.942","225122425913.15","227405041931.663","233644254994.144","202600740638.358","202874175498.497","221228656878.553",
"Eswatini","SWZ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","12039759.2048159","14979700.4059919","20999580.0083998","28979420.4115918","29959400.8119838","36959260.8147837","56698866.0226795","62998740.0251995","57538849.2230155","57118857.6228475","67758644.8271034","74944071.5883669","85989332.6395213","124639769.45245","156585724.797645","164029749.830967","184222631.094756","208716651.333947","295193192.272309","408885721.073889","618130457.113508","604860794.157919","546417388.100939","557759626.604434","458618586.050295","335179270.322552","358293216.630197","479616895.874263","555487134.374313","605559118.465703","767813396.204538","816658349.328215","977615497.896213","1036592098.41785","1034169651.90943","1252954674.53337","1292343776.89391","1307297829.86111","1336847692.78078","1257913675.42352","1433611919.65186","1328662403.73558","1236801531.20761","1889129284.70395","2092954161.24837","2297486279.93647","2288247995.27431","2352144974.02561","2251700370.40624","2383892585.29332","2644541769.10889","2817912106.98104","2649614847.74665","2409215119.47054","2413722142.87689","2014478309.25864","1960003161.11489","",
"Sint Maarten (Dutch part)","SXM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","39173011.2173074","45757616.0706253","57828971.9796189","84447900.9710702","98787068.1245609","93272841.7349807","97873776.7295812","87782720.9751585","87652597.6831228","98778395.5524869","105550751.131018","113195902.982961","159120161.973418","164754300.456896","186209035.207705","172125801.145709","191504519.807103","238320563.543375","206172316.942917","232933282.933283","378654701.301837","340436305.035513","383025598.145227","433700140.383715","503614004.690399","644663559.539052","595571514.59854","610559020.127021","684576418.181818","919168490.909091","1021807960.57757","948944665.801137","1084488802.18246","991699130.7798","1048325079.96487","1187202665.37436","1241214477.52481","1310100320.94076","1396842653.1733","","","",
"Syrian Arab Republic","SYR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","238438301.170782","211572015.682029","239475795.744467","254143983.498937","257291287.21886","250835035.125931","308588670.99546","302663380.26177","359837630.953134","486948425.933921","459569650.287243","589872637.48225","739337956.24238","851109749.112374","1775235142.92686","2364286441.73016","2669065168.59956","3190648327.75737","2953073423.78087","3645326490.14592","4719467802.55842","5216657667.14307","4142960026.11971","4783518214.01639","4283246523.13606","4168711441.51585","3015259367.42632","3350430973.55976","2803717240.23805","2919875149.63735","3440367092.88036","4163791666.66667","4987517668.02724","5602184877.65674","4594640000","4323552894.21158","5252195608.78244","4903093385.21401","4696403846.15385","5078313953.48837","5523717814.52795","6168564305.00727","6591622610.81741","6235988620.19915","9987584158.41584","12012446992.3372","12907577575.7576","15286438384.0609","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","53426872.4182819","61975054.6441351","70200150.5294807","71423855.7968962","83664248.0182547","74267243.2015406","77743900.7982369","81707046.2432637","84826312.1906279","83474196.2474812","103472052.841524","105681233.519277","113479622.404667","152093518.113477","174903172.477527","223504930.98521","228499255.326787","265386206.369672","311536380.783998","347871417.864364","298183134.077235","198725614.915719","112596761.918257","195963410.381657","221072311.200002","323630060.939021","377752728.605773","423865232.842512","446324643.225771","450301764.031217","485189440.002519","457982417.303512","466958175.50827","429082089.230711","411559916.549698","488251590.108272","467199450.144306","475289607.438732","515889603.184531","494007543.619927","480353067.932177","848795799.947752","2259148720.16485","1607680689.77253","2241006278.24234","2517056319.04564","3587012214.61259","3475140237.75484","3891825729.84286","3883790131.5646","4640908894.41666","5081831143.62316","5207893609.76136","5061233510.64691","5912094410.56602","4002116833.30529","3733832011.09192","3960553834.37675",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","6330004354.10983","5606046593.22136","5142838619.30872","5387713507.6766","6026784886.21263","7026679163.1881","7673489809.63446","7821158273.25083","8231984369.03168","8424347507.57725","9302607438.51759","9561181018.94007","11443909778.9393","17392830896.214","28062493267.8999","29543279085.5105","30498114710.4229","35624989744.8949","41487868663.2564","53877723315.2697","68493685730.1226","79745343927.158","84780889905.2845","88944554688.0628","89102373704.3142","97572231178.1568","90288831371.3288","100207159359.393","128559877006.451","141180046602.103","155645115905.942","181306119315.702","213408118480.075","261379085590.934","312188086470.41","393146406033.63","432807992186.183","438569940268.749","361708369671.37","402315314521.242","509360362947.028","515228167236.756","587834029123.306","728907268198.729","945970983434.425","1101445688763.44","1289700183278.07","1534178369582.9","1846657043380.01","1594711395079.24","2127469142707.62","2725933025735.06","2907611323319.33","3112642765196.01","3232381603380.26","2922715651928.57","2866293034272.47","3259901893228.35",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226333863556.04","182484310058.021","363343643179.704","270424987472.742","220314331104.142","260467378660.303","261338790782.362","286297490517.96","264349871076.709","229472052852.584","267602202833.022","277163622764.648","314116354841.304","397988752511.48","517508775667.057","619692159400.265","768363746414.479","1006733317324.27","1264265312193.86","895162063705.636","1084377710625.67","1351954317764.37","1393241588263.51","1451439458392.79","1391040503807.63","1100950839777.55","1078744183817.54","1264316193587.08",
"Togo","TGO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","749603472000","38204515.9404241","40229565.7511676","42712464.9615291","59099316.3208003","58272451.8680867","67485378.0389322","63953423.7476367","70392913.8524192","86588887.316001","98513363.2726985","114270406.908862","129169621.10499","134111072.227815","161892608.661152","331470798.538025","288177603.729643","407864399.459947","633708200.849169","679846316.970162","640383632.39991","509694303.752049","482035810.329869","357943251.562721","383104315.370379","435379737.926337","590807146.225346","633866209.972429","725201643.320322","660797856.983658","738251853.710065","665492393.840775","612032540.864507","395885613.778091","336592974.086855","489834295.572219","646854580.488724","671613095.187104","687344292.025213","614910753.3209","616138486.63221","645968799.7288","723686643.618931","989424403.772675","1120972532.24019","1240643746.98678","1236142982.24426","1375067900.3845","1642957329.89315","1655755078.02746","1818383450.06936","2115771303.76605","2339523210.42311","2951522609.5053","2820625466.46036","2763420680.88653","2756157166.1235","2863921310.72853",
"Thailand","THA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","480790112.266191","519127758.994036","584003831.417624","650552088.334134","730192307.692308","792692307.692308","947403846.153846","1139615384.61538","1257644230.76923","1343125000","1373509615.38462","1387451923.07692","1568846153.84615","2172743953.62002","3282634195.66039","3419302920.11993","3856500703.42792","5019534217.96952","5788769724.77515","8019041182.43392","9824969232.87296","10496095396.968","9012221685.99267","10920995995.6696","10937544946.1492","10091461730.777","10157497081.627","14318697808.9477","21214443007.998","27083534355.3031","35545758339.6846","41756450652.1194","45675804425.9668","52752887091.4232","63083936381.7098","81632698111.9959","82833873265.2795","70306654380.9363","48088366852.5172","56073539484.3668","71358153959.6827","68589774463.8424","72957581569.8753","84013658080.3479","106227176896.456","131483909786.4","145055593685.655","160397413538.365","201114269676.075","154464093006.434","207270125009.073","255199578901.8","273216989296.434","274431198333.659","254633248973.208","229553488263.445","220486423544.611","",
"Tajikistan","TJK","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923354097.345904","817409859.039525","239614879.804699","685707024.929579","735202717.143439","885900830.341661","835600000","865579939.534057","765798480.556271","733492001.938924","868405625.391321","846917587.049996","929172497.377085","1142120729.0782","1451414341.02003","1220934704.48566","1617670688.81882","2554792824.98184","3703269099.60066","2713853380.64547","3303806257.13633","4131300854.6267","5003711632.22661","5252881763.98976","4143208583.1173","3321579335.07488","2973251119.87442","2921951717.60413",
"Turkmenistan","TKM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","869992927.1904","1222206142.25795","1951162671.7365","2184704662.42994","2090200051.48911","1794199969.30632","1679450010.20523","1845000024.77488","2046200007.89393","2350999988.46295","2717024558.82353","2382973024.95315","3384068122.35862","4071000000","3872000000","3589000000","4901000000","7781000000","9145000000","10043869052.6316","12725649859.6491","15610514807.0175","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","10264457731.0795","10552678641.4357","10975876804.4692","11685783352.4636","11485698532.3648","11609241283.6574","13213199246.5293","13554557214.828","15239561478.3293","17072708257.612","18670285757.4615","21339570691.2819","24589463528.0379","32139290155.6576","51250210250.4658","52924552708.218","56207689539.9957","63328888570.2978","71507460264.3439","88139311274.9549","112650521936.103","125441837500.08","104675215094.456","79884539516.3614","82153504012.6602","82939330255.9331","85453423943.4612","92260821452.0375","115074441217.695","123250344383.351","148581308146.42","188384063318.132","207529973164.443","228668554672.209","274029877298.875","298359374292.896","330267528966.999","385298916136.538","403812736230.954","384049712840.826","447141629156.644","440653158013.503","406991853167.016","422428235621.028","523173491588.653","634654394053.912","707333388251.883","844698924864.289","1026223017972.15","818365983399.802","1049136644845.53","1254549621678.28","1323978240817.66","1387104397844.78","1433892438602.65","1278175486118.98","1206896918565.63","1314450390962.94",
"Timor-Leste","TLS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","605200000","752800000","810000000","566100000","440083300","312200000","406800000","644700000","816600000","1079600000","1109800000","1400400000","1405800000","1030300000","1131900000","904400000","932600000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92825266795.6699","86154920235.0526","97729452180.8869","107051865531.828","106818843984.206","110217852024.1","108811352051.302","117938132483.361","127132557506.688","135757051263.731","157132354303.593","200023473072.096","233067681585.851","252860063381.192","309894375090.895","410884258689.094","392466460976.512","420584904225.93","441571353050.328","528932979601.565","536234101513.334","524584129920.518","444482376225.433","442158228324.316","472669601492.838",
"Tonga","TON","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","23020683.3355151","17009776.3656361","19519960.0798403","28212887.7188966","31178962.6648782","36066955.1355044","41854746.0353942","40111573.1818643","42100000","40447564.721369","43380822.6831483","47652406.4171123","52761517.9946786","71192856.532513","66790623.7584426","73924988.4241395","80059386.0866883","67147205.1072675","65851156.0693642","89714437.2064839","113125344.244236","128182482.344346","109624060.150376","112420241.286863","69910974.9162823","78968275.2730157","81835734.7230738","100992155.2436","114642997.039399","130587231.754412","148874787.184646","151728607.695754","173799171.118989","181534143.518518","201533585.846478","222624812.069055","259268435.129087","286994512.950617","282037893.644019","254912321.359598","281829962.431167","273541465.396596","",
"South Asia (IDA & IBRD)","TSA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","4515124739.14822","4418997567.77118","4689174160.09322","5196903494.61312","5878751929.12659","5979094038.33297","6008506417.94407","5954260328.65599","5369209876.45669","5307320682.04374","5944651156.70245","5986501635.25358","6064685436.1463","7105785538.20826","10747991637.6876","12509455237.5334","12338541103.127","13528894532.8303","16148562378.1282","21851362223.6337","29523582157.3577","29205921578.7042","29364472737.3696","29801971742.44","29386980021.0065","31387125910.0718","30997396981.607","33236062755.1116","38133425318.7465","41032424102.0963","45706680017.801","40751463079.4547","47804914794.7359","50641350939.7154","56136322218.6873","71212430771.4993","76413857491.8608","80950474537.1544","83094094170.7383","91419558667.4609","97723849457.3226","98365232970.0416","110372918022.91","132632357064.552","180496894002.335","237315297009.417","295884581200.66","374613120626.157","440731911630.006","426869774484.554","539368927522.594","682550965905.175","693706680907.852","656388559436.199","663564154145.683","604799773076.356","616264361128.277","721366224238.838",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7120124734.05655","6789452157.91565","6832722075.63657","10005695138.821","9843895102.62387","10937511721.1161","11709713872.9906","10908726421.1956","11179781309.0812","12486434760.5664","14839181677.5649","16442259803.2387","16570633033.5739","22183694795.0227","33396064992.6274","40430681370.3017","43486414089.5133","45588226296.0585","50447536517.7331","59264973242.3455","79551094544.1181","89175848693.054","73190349305.47","58170069121.8945","57377592949.7445","51979631905.5317","56578848358.5241","66895153450.9105","71574447232.1977","74209453997.8105","73198390021.0197","73877761864.1852","77224396841.914","71049369744.3736","77099211446.9491","96015980365.7737","102510064493.908","110483983572.828","108745566553.064","100087362410.339","106255137052.917","112703672384.934","118403583335.494","154646082926.67","180032359951.915","214570363542.399","258075262853.825","330585699733.094","391308585035.533","350528756357.349","407654731479.836","489390127649.868","484923385340.251","509983853284.112","513047506773.292","436807670909.992","398348355375.823","443497794066.952",
"Trinidad and Tobago","TTO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","142666666.666667","140380952.380952","157714285.714286","131809523.809524","163428571.428571","356190476.190476","411742206.92293","553552714.315657","721299810.246679","1142038946.16266","1424807357.69326","1533348880.59702","1942191142.19114","2311869293.60884","3016728167.28167","3987404297.35737","4200688537.86958","3858472998.1378","3567177371.83265","3659243048.40371","3207070101.8574","3363979848.8665","3472788705.20092","4205875495.45349","4814810913.30454","6219545454.54546","5925543478.26087","7200814111.26187","7007273189.19996","7483590351.91775","8800888230.94004","8542223135.40168","8586219368.83986","9039606568.89435","9160512561.11954","9213978259.28358","10312643358.5876","10311528451.8534","11779200620.877","13947330389.4018","14625790041.6217","16470999248.6852","20617137505.853","26564889213.5379","21091090868.6958","24350705602.9062","25908509731.496","26399833536.0779","26391333784.6987","26920539553.5136","22273552202.2839","21474534450.6518","22583367777.1348",
"Turkey","TUR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","513769009.45335","544444444.444444","711111111.111111","722222222.222222","611111111.111111","644444444.444444","800000000","777777777.777778","888888888.888889","922222222.222222","1086956521.73913","1340752161.96286","1745583038.86926","2339222614.84099","4013786170.74747","5013156072.56613","5469382669.90594","6282635262.74858","4748373280.61939","5257907777.456","8205107972.32962","9167498359.09332","9692838643.39631","10212590427.4429","11802116286.6805","12751947860.3709","12193740641.3545","15479659810.7727","15947270362.4284","19050893631.4619","26485716695.2895","24956952380.9524","27484942028.9855","34850745454.5455","26639520270.2703","41271567685.5895","50498579852.5798","57688103357.472","54343007288.0706","48167046322.8271","61561836212.412","45699315437.3368","54838097797.2399","72836672663.0688","102691164503.683","122442651086.633","146412847742.387","176168948499.501","206982593930.081","150580156774.194","196452157971.786","253091637611.94","249766156458.797","266904347095.283","258300251770.619","223151125000","214639699347.704","249651340423.782",
"Tuvalu","TUV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1595096585.13277","1667354148.20581","1810820733.46342","2031247995.18351","1967855559.77866","2181321406.76736","2075112672.62978","1973944757.7895","2338153059.73841","2216378423.57347","2049985726.03864","2210004727.23036","2143867033.42952","2659566128.89402","3343148497.59688","3753045126.72218","4653618395.79839","6812699786.39163","8426483319.49528","7508617454.96562","9149118694.70517","12209431117.0541","12942645182.4776","13799057045.605","14363858395.98","11304016841.2361","10775522187.7587","",
