"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Egypt, Arab Rep.","EGY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","1091087811.2713","1062378588.38765","990933215.39142","1038551401.86916","1201694915.25424","1440592815.87541","1561591430.75746","1676835573.94002","1842597271.34917","3357573239.14398","4721613108.28584","4542204766.63357","4858796526.9251","5497270921.77077","8772857428.57143","9821666805.55556","11422973243.2432","10731527586.2069","10250291268.9173","10973984089.4431","11115067008.6902","9183348830.68288","9222152081.69678","12322089153.8898","12826827653.862","14109376716.0161","13233865636.4241","12938946228.1467","14015606242.497","14561091340.4508","16661751695.665","17718160377.3585","19528023598.8201","21812278630.4604","21144205249.189","22779979451.0495","21801850843.767","19916531416.6473","20219675452.3606","23330246462.2833","29245707243.1424","33931336894.6736","45443397218.0372","62909090909.0909","59712047581.0546","58196067048.8354","58264626400.6747","67928934856.9522","67399869698.7559","69282077027.8993","72069373919.4359","65506690750.9124","67049678487.1259",
"Euro area","EMU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","42199124122.7794","46496009277.0165","51194572656.7988","59056407893.6176","66456414752.4988","71215691253.1213","79892621004.8741","84393998814.0449","92235215067.6585","109512437608.202","125303982963.833","140286630622.761","169981106443.314","234582267369.305","318239872200.314","334616287534.163","378634016758.592","428485661639.854","502435451194.598","654360199197.485","794482886171.552","713134644840.622","679679823168.781","644901578700.832","645604748449.038","667271313646.394","807841444011.263","995992396005.29","1119761748845.2","1211247305190.79","1495352453068.7","1546775540367.27","1666028242906.17","1448294264188.49","1612085047274.66","1968412269320.7","2002053561038.03","1963658447703.16","2082928665253.17","2136861860619.33","2225683151970.24","2218736838351.42","2298219729303.45","2795283370843.02","3345179655765.57","3673786064580.49","4167191294719.53","4906977615605.68","5500716628744.22","4325478426893.05","4769908593571.48","5523065869525.26","5185426763400.83","5360000357892.5","5532356994077.67","4838708212003.6","4927602660014.94","5387792182242.11",
"Eritrea","ERI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214474287.085724","334544480.991356","440568181.818182","479375000","606037723.976277","589008180.669176","597114875.236012","597465839.118809","411183688.311688","460868367.301826","472665759.195312","587987181.057653","663164475.067996","603478679.58537","464617886.178862","379414634.146341","360673606.504065","435274751.219512","494229450.406504","603784852.03252","","","","","","",
"Spain","ESP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","833136311.915058","1189957607.49029","1633079903.89791","2056286550.59836","2429704294.8789","3254542781.7677","3893500155.76512","3760819358.16915","3966047696.32078","4731368827.75013","5584919182.31519","5975692694.61078","8144948226.76676","11570563677.8983","17918337467.5512","19085788985.5072","20650048744.0935","20972103833.5159","22127555772.5694","30179158403.5697","40002154560.2228","38540617048.1168","38132871270.6346","35202582714.6172","34660785448.1474","35985561937.3777","42891188903.4098","58982195256.7039","72658897157.5489","85773218411.806","106178798889.977","113249015372.298","124250577604.421","100536621649.889","112634184573.345","140353616226.314","148775778274.005","150343181818.182","164633032631.696","179452375878.969","188276211534.918","189119463087.248","201006964050.442","250872460496.614","310530171343.432","343332918791.195","389321289675.072","468932384341.637","497722279185.587","357142261739.372","384020844369.414","434009480619.754","390533854381.217","394421268650.536","416976493978.163","367366170682.816","370303088508.284","412096081537.498",
"Estonia","EST","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728886213.28394","3259065307.73798","3295550118.01731","3431489400.44219","4158018485.12173","4721056068.5282","4274527576.66099","3688783285.72745","4078346074.6576","4815880757.27607","6478792682.92683","8368425093.1677","9945822285.78535","12490803788.7342","16026245688.4752","17111285044.6756","10974921505.9739","13394545945.0422","18723922752.2458","19457984714.9055","20484623001.1554","20912288874.7335","16835841649.4499","17531783456.1737","19064068474.6552",
"Ethiopia","ETH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10079844913.1514","13699443639.5248","13812126941.5528","16182860468.0423","19528123370.3345","20117841529.6664","19102997440.4481",
"European Union","EUU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","67981421126.8746","72034611418.4857","77545394577.0593","86761653159.2881","98131525622.3828","104347548987.842","114174110251.731","120935598277.947","130168625117.477","150188121059.51","171436251871.458","190591872013.316","228279770178.061","314025407868.42","427485341347.181","446957835273.971","499596020510.305","562123202931.926","655106784884.871","855598873374.2","1027075936696.01","924685077622.947","885280641127.723","845626746711.585","853563065116.915","884724870236.482","1065257136838.6","1312238543824.6","1488456779311.44","1600735704277.59","1936782484307.79","1969390518187.32","2116496011925.58","1872935118571.82","2089887312721.54","2542858541507.7","2621193545409.3","2615626971119.4","2773438538966.13","2844101830973.81","2977541398301.83","2971382047646.02","3112338005454.44","3748632956765.49","4497657351748.59","4966851747203.3","5674735727400.01","6647720159519.25","7414445846747.65","5782380055689.54","6407974016046.01","7402735056040.65","7018838042906.41","7247570733928.62","7517931367385.61","6617296205572.84","6682617728775.06","7288285400078.75",
"Fragile and conflict affected situations","FCS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51077768233.5307","50076445646.163","57099744926.873","55587340736.5339","57358567790.8652","54528183830.7305","58990361483.1596","66007571925.157","66052558380.2953","63514519315.0788","60553448368.9693","63383854683.7803","63682664798.0576","72005481395.4731","84091228719.1017","107610135891.488","130110302817.503","137076336819.25","156884274524.753","199588294106.241","201061855705.335","233489742199.875","231940785155.351","282329313616.808","333754418718.043","334520427966.423","282313392783.995","263054285369.223","279852155614.975",
"Finland","FIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1161879537.3761","1266154793.56422","1359290844.07117","1336393601.16152","1646434389.93369","1807643813.28067","1899849594.91853","1854024152.40695","1785111623.07048","2243649054.87256","2901994620.61155","3116110542.76783","3558591482.64984","4849296250.19449","7338853316.52749","8310974624.21206","8192029543.00662","8555407997.63907","8979061371.84116","12688139215.387","17233025183.2961","15896941306.1449","15153570988.035","14637062339.8804","14340126632.3704","15264773599.386","17894675111.4239","22422561882.8622","26449182658.1379","29576001108.4938","33514227958.3269","28389942655.4918","27792673214.7598","23895076506.7139","29329538986.9095","37987472766.8845","38849339891.2762","38637040430.6494","39579439252.3364","38720434689.9638","41311958724.8941","39489932885.906","42151326933.9356","52641083521.4447","63757139309.6598","74357666956.8462","84481244511.3537","100057486996.989","117565548557.199","86164212281.1892","92707063090.1223","109498053437.164","105055469878.684","107180529621.917","104006638154.909","85932712140.9191","87773137953.061","96040396302.6769",
"Fiji","FJI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","44830625.86576","47726986.5256265","47726986.5256265","62964362.1710112","70142299.4585065","79712882.5085002","72219426.2707599","76837001.1189854","86568189.6255582","98124428.179323","113493064.312736","142640009.353443","174745516.238488","250314782.170738","303624627.606753","298576469.156832","294753369.722624","335840527.577938","390292985.356637","517051693.191337","633985574.572127","709805991.106951","592664199.9142","550737561.455261","517088583.040828","510575502.773925","509312295.877836","495216657.287563","567713067.188702","713813793.568395","897899925.720845","837286527.514231","841184298.070526","972240238.68206","1085171777.88402","1159496551.23373","1252975130.0506","1223730691.97202","965975437.890074","1192881803.41186","1183312975.66476","1140911886.14601","1177923087.47542","1580546471.14675","1920600115.40681","1957994086.33944","2107268253.23475","2097309383.34472","2592345799.08389","1715044945.5438","2006568315.69619","2460852107.96342","2549025085.20029","2911100249.80993","2840256437.42715","2424628146.45309","2409485845.22843","",
"France","FRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7874771893.32456","8433174749.89666","9246854519.62353","10665733809.0798","12384789420.9009","12845806484.0531","14652769102.452","15654898773.4924","17479359120.8384","20830196886.8352","22918389039.8016","25770095892.0327","32248374512.3537","44639068945.1974","62037643207.856","64439345265.4123","75449330783.9388","83706873495.5871","97265988372.093","124740980573.543","157930766842.595","144292094146.047","139514921648.867","127109906188.14","125805749455.828","131050518323.843","158186381286.107","193330786860.199","214217597180.927","229069504421.139","276177568967.594","274783164748.285","289557620817.844","252823720176.048","281109404536.862","336601393087.134","341586100782.152","327048775005.619","351430953969.313","353524398039.633","371434494195.688","367426398210.291","381655373611.895","454338600451.467","538587037496.896","591804501927.621","653110023836.407","759099370380.509","854435330306.137","689420672409.003","742031316842.103","868987884447.481","818540713740.32","854548434796.238","878812509205.593","759722943088.242","763536701903.361","825991807700.996",
"Faroe Islands","FRO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463079035.339064","559616983.458043","611151662.109834","584538857.115394","610662849.759966","869651016.287931","769641635.092053","908636128.666478","1025593596.55613","1329977772.47093","1323826523.60683","1093100039.17253","1110755498.65756","1363644830.21961","1501078981.44152","1492797749.40797","","","","",
"Micronesia, Fed. Sts.","FSM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","89800000","","","","","","","","","","","","","","","","","","","","","185018400","187565000","193532000","193916600","221795100","239758300","240164500","254198100","264934500","260436500","233632600","244221500","238857800","",
"Gabon","GAB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","905405072000","53078875.5037959","56243568.9304453","70124240.0810661","77540103.4436829","84468787.5973566","97281594.3266416","130487348.089838","145012559.970438","171949150.795503","123008734.147266","199741094.369392","311076213.307742","416798916.5173","668038561.85275","1033535543.81168","1387316653.25391","1440086500.20843","1121176289.14066","1133406056.70852","1353656767.39824","1571772409.82414","1435152241.09865","1476646950.40855","1431720921.04787","1913133445.97193","1861937649.2914","1484012449.05493","1602494055.16644","1724720017.89053","1836814829.26011","1797631392.56785","1889852814.48084","1512752825.53666","1603032258.01223","1772673217.02323","1879469239.12389","1983293967.44116","2177525350.37608","1777483514.26858","1655659043.70693","1473711135.22687","1707297196.71007","1843491822.01042","2073131765.29024","2293295082.67893","2897165197.81117","3309244454.23718","4156167870.27755","3780287568.69905","4522115906.85616","5229237701.11903","5390507183.65391","5853777022.10347","5272089236.77477","4013867625.21568","3788809454.14871","3911048135.47489",
"United Kingdom","GBR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","15617572732.5516","15522854822.3374","15815127026.1986","16851607900.1447","19076116870.7803","19509114055.7592","20239775211.8208","21697473493.319","22507195654.7948","23743551742.9815","26851654427.6458","29800489900.219","34533986263.7363","46726319206.2714","63913005142.59","64182355530.9735","66371104941.5993","74631432408.861","87814120038.3509","116130537907.666","135165171740.646","122614146704.18","119677158455.625","118897239502.804","124719335328.545","128330405544.148","149845629434.184","184579715312.96","224667372287.442","236491017670.157","266964398792.614","254445071252.205","270309090733.591","259162370875.825","288445784205.693","332281836831.308","360199687987.519","386404715127.701","401897979463.399","419048697621.744","439791193826.6","438498632503.239","469845623501.199","528697142857.143","625270963017.21","686989090909.091","784018399264.029","840508203281.313","857529411764.706","674718803551.955","752366408693.947","839606976489.97","844201156322.765","868085386896.447","914479030510.279","839561218721.017","803925592427.632","837427058259.178",
"Georgia","GEO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514920846.7183","1986754966.88742","2446203314.37052","1938101600.09357","2743399815.08299","1140170044.20972","1001841200.42363","1479432986.51252","1340894551.22164","1066705911.58926","1212806558.87468","1251368837.43367","1439783576.99139","1852837069.48781","2469517737.89649","3305928283.77558","4416173612.67131","5895237294.22329","7472763683.92809","5268644597.42592","6141011614.20636","7906428698.48799","9158996850.96591","9303346218.58843","9983201733.02373","8713813290.44199","8529809861.83293","9424226658.69695",
"Ghana","GHA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","431423304.702514","474845780.175819","393603729.290281","423018954.610907","413213879.504031","549084205.985018","417416054.549835","348508152.767387","347109528.744885","399077904.517425","503014656.062503","489222600.150441","321158572.044947","404225352.112676","631055900.621118","518085106.382979","443644067.79661","368285714.285714","354799301.919721","448717948.717949","406950207.46888","224767428.792591","120354808.590103","242989412.632509","475228310.502283","612110906.702115","1153286610.35948","1328870748.29932","1250710521.40818","1278450300.4595","1522368636.72261","1683755434.78261","1845128146.45309","2172624036.97997","2001557531.38075","2128753127.60634","2780426911.31498","3651811035.15625","3495721453.2872","3830866091.52288","3350893191.41127","3444743962.02708","3383649798.08178","4320560567.60498","5361416564.7582","6623811100.07724","8312720240.04365","10108835863.9863","12690121372.5305","10989375851.7888","14768574004.1929","19529465074.7453","22147874707.6512","22689841615.0658","19124246465.2735","20955288985.8233","20658255997.7492","24004403461.5915",
"Gibraltar","GIB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","539720563.969686","626828740.251305","740909308.147487","724403496.131013","891764001.211754","922121889.507892","856409525.055432","920887064.887493","874985347.941839","905906827.516643","941918716.932271","864746362.731672","966133346.851746","901093975.110592","867392015.605054","850549843.310401","854522371.142889","868000109.323699","946513576.296896","1031237407.23715","1993731707.98511","2776314169.49148","2982238574.09964","3071232177.12656","3021134070.71817","3473842946.01488","4017828472.40741","4458387808.4449","4339473500.03026","4347068398.57149","7564340032.61362","10901787876.0576",
"Gambia, The","GMB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","19266562.1324971","22035471.0401569","20989199.8271972","23077473.2395718","21394038.3046129","20720626.8860119","24111727.3772048","31865484.0225564","41878368.1103513","50236393.8053097","52005301.7028351","65618403.8377671","102909574.723115","131010643.93137","153323649.041255","146040649.180987","128849137.366237","133366216.933222","114896375.659161","121703202.44485","104144404.33213","130802612.235667","155879196.23159","185466005.591012","226976773.702246","239290744.409202","263205829.782929","275121697.533573","214067398.609865","279037959.829427","247309659.902829","204004039.136488","240030742.922645","228252406.736229","239267915.793425","172597799.479831","187843250.760626","183930243.073202","282216842.434757","309496979.919791","309274309.922788","336061817.041498","384410879.400155","377490204.320608","406575753.248608","368888210.036828","402935427.454477","369407301.933388","404380226.679127","457650796.74275","403580901.770113","405621176.868363",
"Guinea-Bissau","GNB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","23768618.6596903","26948628.5695037","31248657.1406251","36398983.0508475","38767763.1578947","28278217.8207579","31395546.9823706","37483116.7231619","44225216.1383285","49224572.0070025","46299659.043934","55268030.3030303","68336755.6496237","52759846.6766757","71013939.1033411","83018771.8762971","41457271.6312291","67719955.5763167","84150250.5167036","98449728.3366258","90350137.8049409","97180013.6089954","113409934.417992","77499976.7900961","80839755.4509768","89252264.1599689","86090212.0790152","107106556.211444","74000256.631135","96100140.4744623","122592296.962694","105220708.052851","97104771.6446276","117152485.984608","140134374.488912","147688552.160785","163350841.792568","236294164.336023","283532727.281254","291219472.060075","299629812.73384","340226958.550516","254376038.472529","270056473.160068","330651315.19068","337797563.443709","368826434.440536","425544662.725995",
"Equatorial Guinea","GNQ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","4685450.37055056","3738526.78372827","4885173.51754153","21400000","21316666.6666667","23659331.5711807","10257142.8571429","13600000","29910000","32143833.9403187","29036423.8925799","43484380.363886","55405897.3425555","52995279.3213371","54404137.333154","54773439.3512546","","","143284669.619452","135238081.026919","146421860.094666","82323818.5874643","103775936.489176","70340109.6907602","117556311.630844","185610971.841699","215660201.404608","159824023.074008","184272601.158872","225195520.563304","188913828.082321","185573606.118887","125907593.901853","406336183.187204","987543009.474689","1253071300.63697","1541281939.13469","1791784216.83579","2218247259.77536","3312585305.13745","2328212362.56224","4675093069.80743","5971209268.93978","3583355427.56045","3652042752.38717","5942729602.80161","7794030128.71889","7193785588.44253","9601437175.56034","8378620545.10803","10023932128.1867","8610268399.31989","8350274566.91241","5564623860.53247","4636902158.0236","4729714036.17213",
"Greece","GRC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","718524774.933093","795769616.410426","870232756.735945","1034173117.83374","1228103930.15993","1492364903.51562","1534263794.38568","1594976536.9456","1763377360.79256","2037254207.88456","2000809090.90909","2212451136.36364","2733384090.90909","4490319907.94016","5389992045.45455","6042160467.58767","6489140858.20895","7481735430.15726","8625546382.18924","11091655013.7994","14356165467.6259","13479682041.8204","13459200000","12208637383.9009","11571636940.7497","11598554897.6067","14070950340.7984","15884210870.6593","17767852750.4204","19664088753.6718","24815115649.1831","25647744251.2619","27828549338.577","25002288347.2057","25323011235.9551","31047568613.0313","33853424546.9989","33000637713.7152","37510447250.0865","40084619007.0318","45152926478.7175","45421484653.2439","46512543290.0433","59861400338.6004","70208942637.1989","73315604775.5254","86576754610.4629","111487350533.808","127492981104.438","94913550013.8927","91984510745.9708","92985185781.8542","81399960098.5976","79551948570.8799","82430385379.5134","61929992131.7875","60083185399.1658","68691519437.5232",
"Grenada","GRD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","32592592.5925926","39703703.7037037","56888888.8888889","66370370.3703704","78703703.7037037","79000000","71777777.7777778","71148148.1481481","88111111.1111111","105807407.407407","115092592.592593","119888888.888889","128629629.62963","138800000","149118518.518519","138625925.925926","159318518.518519","161914814.814815","169207407.407407","194092592.592593","212592592.592593","253185185.185185","266296296.296296","310138518.518519","280206740.740741","272108074.074074","311462481.481481","319120962.962963","396159888.888889","402395592.592593","436385259.259259","451733185.185185","360979629.62963","379569185.185185","395495481.481481","395684296.296296","424283148.148148","536930185.185185","565461000","553047296.296296","",
"Greenland","GRL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771604657.164109","890571013.670277","1084860511.26415","1044612228.42537","1322097103.07328","1759224024.63663","1392135648.86493","1912821607.01268","2484474826.30804","1656262408.28658","1562932891.76148","1381683741.64811","1158845999.49464","1243025878.4301","",
"Guatemala","GTM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","151700000","145300000","153500000","201200000","235000000","261100000","266100000","283600000","296600000","299000000","338500000","371100000","389500000","519100000","811400000","858000000","1204100000","1439000100","1655000100","1784400000","1963300000","2031500000","1628999900","1316999900","1434800000","1262260869.56522","1055296757.99087","1579400000","1720152709.92366","1890234375","1900441392.83963","2028674262.76124","2849959385.75794","2972637257.33754","3226457087.21658","3726925962.8954","3539822366.69293","4197706680.73948","5091730420.36782","5011108418.07374","5584222227.94724","7731195123.8134","8255176357.77846","8807845154.14064","10090008720.8205","11155024024.4174","12662799252.8872","14441181173.6802","15422690776.333","12501500949.5803","15009742234.1363","17803195725.332","18197252859.4771","18755600244.3743","19706916272.2123","19223263050.6349","18856945486.1248","20312483838.92",
"Guam","GUM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616000000","1654000000","1785000000","1843000000","2079000000","2489000000","2673000000","2639000000","2719000000","2949000000","3037000000","3206000000","3293000000","3054000000","2964000000","",
"Guyana","GUY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","96949192.0900659","98465846.117949","87499270.8394097","81082657.6445196","104240797.99335","122941176.470588","137588235.294118","149588235.294118","126700000","138200000","152650000","154250000","167714285.714286","211523809.523809","288227272.727273","370625000","413560000","354360000","319960000","367200000","564840000","526500035.714286","337800000","316000000","224763157.894737","280627906.976744","268534883.72093","321836724.489796","281100010","279264716.911765","316708863.291139","431100006.261181","562755039.168665","606913506.144393","637853879.971077","696946803.521127","766890754.273504","820130855.822641","774290375.965825","726372183.395319","788842315.40865","775788270.709926","761910780.688642","740377886.024377","830381842.845076","983311406.629143","1132778489.05256","1355979613.20842","1649533745.21751","1522721255.20961","1798283995.25034","2201600352.9109","2523099999.8532","2347699999.80525","2217500000","1900300000","1909100000","2100000000",
"High income","HIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","119688954172.395","126108941517.539","134359804982.528","146827819051.3","163103769586.558","176766550816.68","198083677568.852","212941170488.012","236908659283.515","270000370458.299","309334680001.076","344411519429.196","409479759481.618","556528751495.59","777838135137.413","799724710296.355","913485220793.561","1048904694522.42","1223868077162.08","1561499227934.55","1868404977037.48","1835255227243.82","1752892984459.86","1735376526283.19","1849439826276.99","1876956657498.23","2134890099522.53","2540168755277.81","2913288035303.11","3168897223233.39","3652096397223.95","3759453922328.39","4016484107574.3","3885053239693.18","4346010928999.62","5160138641481.04","5392785539927.77","5528905101373.2","5565409328452.7","5848802806924.13","6477712554507.5","6236532803146.29","6424074926394.25","7411970787460.42","8860554159283.54","9927022637054.93","11243983911486.8","12803331020957.1","14399724388260.3","11355613910027.1","13154532900434.3","15353205521660.9","15258330336497.2","15556295497136.2","15962913048341.4","14365750311637.7","14193677561869","15387370643279.9",
"Hong Kong SAR, China","HKG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","0","1254129700.43431","1397230780.65259","1552024945.24667","1778091243.17903","1759685863.87435","1977998988.86003","2045585036.9726","2304810109.94067","2747800971.51109","3249058279.73615","3811504974.0811","4365051228.41848","6352472554.16302","7683838142.93664","7818122872.42665","10141697928.5598","12077005577.0056","15489036445.5452","19899254402.6226","25762544964.9324","28586942908.7721","27223018501.1285","27592908660.4636","32155666410.8468","33514915027.9817","39269027206.4383","51815652129.3102","66398923904.6887","73513762996.9615","83645022978.7671","100108734815.73","122484820298.168","136735870520.709","160442135500.233","189046381757.543","196722521753.746","209983596181.914","186279033736.589","178289784079.923","208787221480.645","200030132840.95","206139455564.246","228647454666.872","268978813559.322","300019672637.033","336798578748.165","371855051657.395","401811655622.335","364440775045.796","456013231735.571","519399152106.886","563915218400.289","609317560598.246","620474587637.508","598683144559.973","592696108112.286","638819227018.426",
"Honduras","HND","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","77300000","78100000","85600000","101400000","113100000","136400000","165400000","182700000","204500000","206200000","246600000","223000000","226500000","302000000","456000000","446000000","514500000","655500050","777500050","931500050","1130499950","1063000000","814499950","899500050","1063000000","1087000050","1078000000","1072500000","1148497854.07725","1223793103.44828","1217898832.68482","1152970827.76911","1240473635.38806","1521769156.39723","1711421368.09057","1880396246.08968","2096368243.24324","2416349809.88593","2813293943.87002","3007456445.99303","4718148698.24101","4884629391.80771","5074550499.91272","5547940676.90343","6757991016.38667","7494273021.08665","8356510679.44837","10012098533.1448","11641784770.2826","8369540251.17623","10086959052.8761","12567100665.5354","13022905108.1416","12647245231.8486","12923205572.9206","13027942329.0742","12526849135.0996","13524104721.3151",
"Heavily indebted poor countries (HIPC)","HPC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","3906119584.14021","3781753025.70157","3835074826.8592","6740211635.69662","5644272666.0581","6280264542.7061","7398106849.31102","5870518178.92173","6238299132.26472","6674244059.20724","7527277324.70142","8354592428.62044","8674529405.79335","10699937577.4795","15092924120.7203","17395606752.7578","18688683030.3334","21818192821.4994","23656611885.9432","28620444644.0762","33581306377.2838","33442106782.0614","31003140632.0365","27438690812.7091","27454457262.0159","27971953265.4605","29379773918.1885","33679340116.3111","32397454830.8249","31941789817.277","33826065424.1806","34614044086.4832","34033798240.8131","33138741236.5268","34564377963.7644","39963477658.5786","43342620454.1083","44575756868.408","47571658405.2023","47804716236.4808","50659455765.1566","50064555135.0372","55559839858.6892","67479724293.8281","80579592869.1406","96820696916.4773","112335270138.134","136379707542.603","164899806024.931","147210716983.516","175733736280.936","204929603519.598","225750213959.769","244803646008.803","246361914955.787","229221030056.422","221804614270.395","243769098116.575",
"Croatia","HRV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8035817370.19194","8822247948.18005","10535889767.2305","9226183128.25107","8538670416.35615","8612139410.70587","9824130635.97675","12242487861.5801","16056768307.2334","18904156240.1604","20633676258.9928","23411685664.3476","27803872471.334","32786134907.764","23976715381.8464","22768439105.1291","25434731432.1002","23216137497.2224","24590668688.3206","25007223217.7029","22664332618.8706","23715542815.1631","26928761179.3834",
"Haiti","HTI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024557088.50544","563516991.667757","711986181.953826","535668262.774515","807821954.521593","840148096.437209","882865727.745972","991316375.931761","1233633424.70026","1321159550.28693","1299797306.65447","1250023079.50798","1416822808.77824","1546383958.83365","1850861892.05828","2141664615.93395","2384477991.86092","2854055494.8702","2803367541.32612","4288035604.42178","4432974849.90109","4194505774.66076","4419888093.5321","4628013239.54204","4409818543.52916","4194159640.89908","4749680073.12614",
"Hungary","HUN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10262119027.2295","10753751993.6497","12158862701.8019","13377874630.0716","18157126300.6426","19289549004.3348","22168396245.6073","26512481011.1114","28621076148.0912","33265478107.5288","35502180723.4173","40616214094.8324","51346500126.8353","66027932514.5083","73251717961.2441","86552740149.2466","108043286945.516","124689980379.204","91900265738.5996","100186267948.528","113530889557.584","101927877834.336","106393437493.015","113873246823.969","99966140710.4436","99968633742.6147","114466841977.408",
"IBRD only","IBD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","39065750631.5794","37395998725.2875","35631322611.3087","39216121926.9343","41151591796.6085","43436110407.8165","46812499480.8967","48558863805.6736","52025249511.9388","56608099370.0469","63576539742.2275","71147818934.6921","80836587489.3742","112263982754.596","186079224681.983","215950961476.99","224093060967.111","259146600524.048","275312138660.973","338289718766.276","453056762077.794","511807700448.625","483576357351.509","441044257120.362","439045532068.74","447906208014.305","432738279353.418","461749294498.2","558649026375.268","609599653033.972","651044917504.036","668537656223.141","907580658696.008","890648111237.635","947673372120.71","1119857736343.39","1201283442468.42","1294445606688.12","1220354114416.24","1209798470811.95","1433822387295.59","1448014908566.89","1545079773582.17","1839481945529.65","2376487408431.15","2829527391337.4","3314859332783.42","4078426727334.23","4991287869556.73","4121878364432.39","5215136545764.42","6444858411533.15","6810940011963.12","7094455511103.88","7188566856832.84","6264377936856.08","6112783340464.53","6931200340479.58",
"IDA & IBRD total","IBT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","47517615159.4521","45904720561.3493","44156035886.6658","51365224372.2483","52654995258.6547","55914105370.8929","60864257413.0203","60934787769.5782","64535483838.8965","70393664114.4325","79646580647.8414","87933326023.1405","98651375303.3779","133314676448.412","217726091534.566","256425916063.444","269912633746.92","308198167267.376","329670820553.012","402350299818.853","534455923404.939","599340298332.746","558004570590.89","503449425350.409","497414962630.238","507970935578.246","494406017077.997","530549727473.943","627929494947.854","681475600721.929","727911391746.216","747239338929.49","988526847629.595","968854385007.65","1023853945050.01","1214643388185.01","1307801423486.31","1406416520579.8","1328046309561.78","1313037817455.69","1545022498880.23","1569235532182.62","1671686678312.97","1991958705658.17","2545962500463.98","3039187623599.35","3570328860030.23","4398095678455.18","5375836568262.96","4471002671750.92","5624546005119.46","6947870851562.49","7331078395007.84","7653098111987.6","7759295893998.66","6787720614453.99","6611751576913.58","7487852235806.58",
